데이터,불량,factor,b_int,z_int,p_int,q_int
원본,Particle,Laser_Power,0.027456858884542475,2.0878377696477886,0.036812471254846046,0.7531624881263906
원본,Particle,Focus,-0.02179072873190368,-1.6887079733395667,0.09127540689686194,0.7531624881263906
원본,Particle,Door_Open_Count,-0.02180423677052606,-1.6854268436445556,0.0919062481912118,0.7531624881263906
원본,Particle,Cooling_Water_Temp,-0.02094380879979455,-1.6092400568332443,0.10756386065035033,0.7531624881263906
원본,Particle,CLN_Pressure,-0.020156749812826447,-1.5486003545443532,0.12147782066554688,0.7531624881263906
원본,Particle,Feed_Speed,-0.017596355290219218,-1.3609195769434321,0.17353910608682488,0.8966187147819286
원본,Particle,Laser_Centering_Position,-0.01568677652636303,-1.20519872467181,0.22812659460855733,0.9172383861769509
원본,Particle,Laser_Head_Remain_Time,0.014833430855812665,1.1412942190497655,0.25374750702464344,0.9172383861769509
원본,Particle,Beam_Diameter,-0.014387475468037215,-1.111635237614926,0.2662950153416954,0.9172383861769509
원본,Particle,Fan_RPM,-0.013112874986799654,-1.0078354698256091,0.31353345478263417,0.9719537098261659
원본,Particle,Frequency,-0.011087508641433538,-0.8594118972765465,0.3901133081632361,0.9758119829954562
원본,Particle,Cooling_Flow,0.011067026576615131,0.8539398343177094,0.3931383267375058,0.9758119829954562
원본,Particle,Power_Efficiency,0.01053125923996692,0.8146983425874672,0.4152450023205727,0.9758119829954562
원본,Particle,Coating_Flow,-0.010037928938001553,-0.7710297759089967,0.44068928264310925,0.9758119829954562
원본,Particle,Room_Noise,0.009029763725488147,0.6942451102871625,0.4875285071996791,0.9922423925102072
원본,Particle,PLC_CPU_Load,-0.007213824932164228,-0.5553878150660213,0.5786294252134769,0.9922423925102072
원본,Particle,CLN_Time,-0.006965565436455632,-0.534026334572808,0.5933233143174397,0.9922423925102072
원본,Particle,Vision_Exposure,-0.006512784379673836,-0.5011470701921811,0.6162676219191836,0.9922423925102072
원본,Particle,Maintenance_Count,0.005781084495840658,0.4440591341357847,0.656999831061333,0.9922423925102072
원본,Particle,Alignment_Time,0.00553786184869663,0.42604781402541836,0.6700730055452755,0.9922423925102072
원본,Particle,LED_Brightness,0.0047986638563388235,0.3680556822790692,0.7128317153063186,0.9922423925102072
원본,Particle,PLC_Memory,-0.004466220668473082,-0.3428214759057622,0.7317327685129155,0.9922423925102072
원본,Particle,Head_Temp,0.0029544254807871953,0.22842205177884833,0.8193181477172873,0.9922423925102072
원본,Particle,Laser_Current,0.0028268145399512373,0.21880237989436424,0.8268039929072106,0.9922423925102072
원본,Particle,Cutting_X_Index,-0.002450591768353187,-0.1899312576985384,0.8493629981705204,0.9922423925102072
원본,Particle,Laser_Voltage,-0.002030599570109978,-0.15729708584608465,0.8750107168289372,0.9922423925102072
원본,Particle,Process_Time,-0.0015440996150755549,-0.11954474554114534,0.9048437923623498,0.9922423925102072
원본,Particle,Cutting_Y_Index,0.0011313320275041431,0.08731991182517583,0.9304172271237197,0.9922423925102072
원본,Particle,Factory_Power,-0.0009963818059108053,-0.07685822051476601,0.9387363343881834,0.9922423925102072
원본,Particle,Network_Latency,0.0004764801861319012,0.03679065961897461,0.9706519215523916,0.9922423925102072
원본,Particle,CLN_Flow,-0.00012974873534786816,-0.009722872327264282,0.9922423925102072,0.9922423925102072
원본,Micro_Crack,Room_Noise,0.4102819516336865,2.604573414023638,0.00919887114131795,0.25041905367595174
원본,Micro_Crack,CLN_Flow,-0.3335413190790286,-2.4053707014798107,0.01615606797909366,0.25041905367595174
원본,Micro_Crack,Coating_Flow,0.29190341086798605,1.9212774027154504,0.054696744431571506,0.5230468229071915
원본,Micro_Crack,Cutting_X_Index,-0.2759687294263004,-1.8217829600823672,0.06848792426491383,0.5230468229071915
원본,Micro_Crack,Laser_Current,-0.2517561460728514,-1.6335754477611273,0.10234802665076183,0.5230468229071915
원본,Micro_Crack,Network_Latency,-0.2620461939832882,-1.5984580642870827,0.10994107115765318,0.5230468229071915
원본,Micro_Crack,Frequency,-0.40973191286491445,-1.562767262063129,0.11810734710807551,0.5230468229071915
원본,Micro_Crack,CLN_Time,-0.20005434139065914,-1.2458616569470442,0.2128151889337644,0.7307849485484798
원본,Micro_Crack,Factory_Power,-0.20214691878534244,-1.1990931994199934,0.23049170813127895,0.7307849485484798
원본,Micro_Crack,CLN_Pressure,-0.19357218386393812,-1.1857094022586492,0.23573708017692896,0.7307849485484798
원본,Micro_Crack,Laser_Power,0.1823740729670072,1.077058670245747,0.2814540555812033,0.7368501589877189
원본,Micro_Crack,Laser_Head_Remain_Time,-0.1737243305330352,-1.028796762136015,0.3035751885693825,0.7368501589877189
원본,Micro_Crack,Process_Time,-0.15622224457657996,-0.9433798168019636,0.3454866630059181,0.7368501589877189
원본,Micro_Crack,Feed_Speed,0.14964501494345783,0.9063154752637554,0.36476889682513947,0.7368501589877189
원본,Micro_Crack,Beam_Diameter,-0.1475601006152524,-0.8942209468231616,0.3712036869229598,0.7368501589877189
원본,Micro_Crack,Laser_Voltage,-0.14494690426309564,-0.8773256953001181,0.3803097594775323,0.7368501589877189
원본,Micro_Crack,LED_Brightness,-0.114255678708151,-0.6694703371100547,0.503195496560711,0.9175917878460026
원본,Micro_Crack,Cooling_Water_Temp,0.09735907138030148,0.5756265511869628,0.5648676305626978,0.9325437772718562
원본,Micro_Crack,PLC_CPU_Load,0.09871057563533135,0.5356885475059506,0.5921738199894363,0.9325437772718562
원본,Micro_Crack,Alignment_Time,0.08768672984562781,0.519842325061164,0.603173476670152,0.9325437772718562
원본,Micro_Crack,Fan_RPM,0.08041225494251551,0.4633249909393881,0.6431314351892283,0.9325437772718562
원본,Micro_Crack,Vision_Exposure,-0.07460145644327142,-0.42859117931664686,0.6682207658131616,0.9325437772718562
원본,Micro_Crack,Power_Efficiency,-0.06512915977032421,-0.387540570566965,0.6983560558676922,0.9325437772718562
원본,Micro_Crack,Cooling_Flow,0.05693821958135594,0.3350044377326442,0.7376217386332601,0.9325437772718562
원본,Micro_Crack,Maintenance_Count,0.04441525755642685,0.25905025435855283,0.7955964661436516,0.9325437772718562
원본,Micro_Crack,PLC_Memory,0.03522905963273367,0.20434090577793818,0.8380871060908696,0.9325437772718562
원본,Micro_Crack,Cutting_Y_Index,-0.034659419397153154,-0.20307571321225162,0.8390758542538546,0.9325437772718562
원본,Micro_Crack,Head_Temp,-0.03210742397945686,-0.18843661413030505,0.8505343998393533,0.9325437772718562
원본,Micro_Crack,Laser_Centering_Position,-0.02746204549531648,-0.1606365542720086,0.8723796626091558,0.9325437772718562
원본,Micro_Crack,Focus,0.007447574739592138,0.04389313704226827,0.9649895858771838,0.9965421203513265
원본,Micro_Crack,Door_Open_Count,-0.0007412520438160827,-0.004333823015106381,0.9965421203513265,0.9965421203513265
R1,Particle,Power_Efficiency,-0.02576046439814684,-3.067042695434196,0.0021618797557931657,0.06701827242958813
R1,Particle,CLN_Flow,0.0363517238435905,2.41309921516385,0.01581751320066073,0.17513229242323394
R1,Particle,Laser_Centering_Position,0.01878681250899802,2.387827680963163,0.01694828636353877,0.17513229242323394
R1,Particle,Head_Temp,-0.023556381688978095,-1.8262639823159685,0.06781050779123851,0.43232565378364385
R1,Particle,Room_Noise,0.02491539969822112,1.8136609265971972,0.06972994415865223,0.43232565378364385
R1,Particle,Laser_Power,-0.013937767373490905,-1.6519408200641594,0.09854661559912913,0.49669951138973056
R1,Particle,Network_Latency,-0.02150756464431048,-1.588568014790609,0.11215795418477786,0.49669951138973056
R1,Particle,Cutting_Y_Index,-0.019764534035589008,-1.4415038575203936,0.1494423883219973,0.5772464921258414
R1,Particle,PLC_CPU_Load,-0.017537434969535075,-1.283469706625182,0.1993275661184779,0.5772464921258414
R1,Particle,CLN_Time,-0.01679419282981388,-1.2344340025950222,0.2170412251664623,0.5772464921258414
R1,Particle,Focus,-0.015913628290463507,-1.21375045939626,0.22484302929664868,0.5772464921258414
R1,Particle,Laser_Voltage,-0.015042639618701153,-1.1046520798222277,0.26931037510246714,0.5772464921258414
R1,Particle,Coating_Flow,-0.014938226159383073,-1.101514680226993,0.2706727188592427,0.5772464921258414
R1,Particle,Cooling_Flow,0.01392368574325801,1.100708137521924,0.2710237034540304,0.5772464921258414
R1,Particle,Factory_Power,0.014605570239166686,1.0818643253310902,0.27931281877056846,0.5772464921258414
R1,Particle,Cutting_X_Index,-0.01384398040062697,-1.0146464786472027,0.3102743753120376,0.5897410944848812
R1,Particle,Frequency,-0.013411264709424355,-0.9874819921779008,0.32340640665299936,0.5897410944848812
R1,Particle,Laser_Current,0.012036943387527834,0.8839976803394033,0.3766974650367494,0.6223076392645245
R1,Particle,LED_Brightness,-0.011566051121087304,-0.8510122864169175,0.3947625277524003,0.6223076392645245
R1,Particle,PLC_Memory,-0.011403279174819604,-0.8389652689264371,0.40148879952549965,0.6223076392645245
R1,Particle,Process_Time,-0.010571066631923197,-0.7803161013149675,0.43520483769628104,0.6424452365992721
R1,Particle,Fan_RPM,0.009304289687141322,0.6843848499892494,0.49373218008754627,0.6717721909042738
R1,Particle,Maintenance_Count,0.00884430642223121,0.6455218967834627,0.5185890329886409,0.6717721909042738
R1,Particle,Cooling_Water_Temp,-0.008746398219137976,-0.6432194780879559,0.5200816961839538,0.6717721909042738
R1,Particle,Alignment_Time,-0.007985803057614933,-0.5831217532361465,0.5598113407423554,0.6941660625205207
R1,Particle,CLN_Pressure,0.005701727252788862,0.41874050897516973,0.6754057869693071,0.8052915152326353
R1,Particle,Feed_Speed,0.003357508401126714,0.24566500156354687,0.8059415667329789,0.9002820249180993
R1,Particle,Door_Open_Count,-0.0032142196388698454,-0.23635403829870275,0.8131579579905412,0.9002820249180993
R1,Particle,Beam_Diameter,-0.002625083907299719,-0.1939438273731156,0.8462198658915643,0.9045798566427067
R1,Particle,Vision_Exposure,-0.0007656287976356736,-0.056213933405841444,0.9551713814621344,0.9862670843561248
R1,Particle,Laser_Head_Remain_Time,-0.00023773834124747356,-0.017212507211339174,0.9862670843561248,0.9862670843561248
R1,Chipping,Power_Efficiency,1.060676059283374,40.10996297535644,0.0,0.0
R1,Chipping,Head_Temp,-0.8592137536597031,-37.65181995131063,3.0548460924181e-310,4.735011443248083e-309
R1,Chipping,Focus,-0.8449045522283548,-37.13761494098178,6.947145781585992e-302,7.178717307638858e-301
R1,Chipping,Laser_Power,0.9053029969885541,32.36820390369108,7.693218883204513e-230,5.962244634483498e-229
R1,Chipping,Cooling_Flow,0.6228549774079984,26.851930226672536,8.007992782513806e-159,4.964955525158559e-158
R1,Chipping,Laser_Centering_Position,-0.502253017481768,-19.30691905135837,4.69773864227622e-83,2.4271649651760468e-82
R1,Chipping,CLN_Flow,0.23894274238082436,4.450988760532394,8.547581594759831e-06,3.7853575633936396e-05
R1,Chipping,Laser_Head_Remain_Time,-0.03733671590799026,-1.7625473196778385,0.07797686878455401,0.3021603665401468
R1,Chipping,CLN_Time,0.03566906542969649,1.6864084426215296,0.0917171564268793,0.31591464991480644
R1,Chipping,Door_Open_Count,0.027439106198610678,1.2995843476527755,0.19374346717796154,0.5340419353008892
R1,Chipping,Process_Time,0.026887108809505813,1.2784676648081637,0.20108457896547172,0.5340419353008892
R1,Chipping,Laser_Voltage,0.026594676321830227,1.2626196282258506,0.20672591043905386,0.5340419353008892
R1,Chipping,Cooling_Water_Temp,-0.024578442525572817,-1.1690890458129106,0.24236775685944878,0.5779538817417624
R1,Chipping,Factory_Power,0.021519672485268544,1.0221104889944295,0.30672860931378476,0.6791847777662378
R1,Chipping,Fan_RPM,0.01927318179198156,0.9144204904610085,0.36049593904160593,0.7450249406859856
R1,Chipping,Coating_Flow,-0.015549954314070172,-0.7378498782483451,0.46060567957637255,0.7509127444157524
R1,Chipping,Room_Noise,0.014062412056969882,0.6661546532751188,0.5053122542298693,0.7509127444157524
R1,Chipping,Vision_Exposure,-0.013170119129471625,-0.6238276692786988,0.5327407662417734,0.7509127444157524
R1,Chipping,CLN_Pressure,0.013060086870089556,0.6227458570229008,0.5334515429671138,0.7509127444157524
R1,Chipping,Network_Latency,0.012243581999944101,0.5809930415789294,0.5612451433147292,0.7509127444157524
R1,Chipping,LED_Brightness,-0.012215252566368195,-0.5801364650212558,0.5618225949028536,0.7509127444157524
R1,Chipping,Feed_Speed,-0.010882144792015299,-0.5167872595854133,0.6053046746973487,0.7509127444157524
R1,Chipping,PLC_CPU_Load,-0.010782872747956066,-0.5103652154740175,0.6097956215988826,0.7509127444157524
R1,Chipping,PLC_Memory,-0.01071844542450441,-0.5084589276748086,0.6111315359921565,0.7509127444157524
R1,Chipping,Frequency,-0.01045556977580879,-0.4998169740529476,0.6172039575279744,0.7509127444157524
R1,Chipping,Cutting_X_Index,0.009442017787343784,0.4486066258760033,0.6537154531794298,0.7509127444157524
R1,Chipping,Beam_Diameter,-0.00943621799316835,-0.448161385580787,0.6540367285662261,0.7509127444157524
R1,Chipping,Laser_Current,0.008770371355499344,0.41486085264737194,0.6782437691497119,0.7509127444157524
R1,Chipping,Maintenance_Count,0.0070192327381879815,0.3325947353902892,0.739440217894128,0.7904360949902748
R1,Chipping,Alignment_Time,0.0031459058701836596,0.14929876585885102,0.8813178890613689,0.9106951520300811
R1,Chipping,Cutting_Y_Index,0.00158872342219107,0.07565081458923746,0.9396969080642983,0.9396969080642983
R1,Micro_Crack,Frequency,-0.067061435129008,-4.913359512257303,8.952889134340782e-07,2.7753956316456424e-05
R1,Micro_Crack,Beam_Diameter,0.039360473589479195,2.889069660642506,0.003863834683173963,0.05988943758919643
R1,Micro_Crack,Factory_Power,0.034335081318191574,2.5277515566265243,0.01147955532275429,0.11862207166846099
R1,Micro_Crack,Laser_Power,-0.02064554959761157,-2.421262323904068,0.015466711536131088,0.11986701440501595
R1,Micro_Crack,CLN_Pressure,0.03221539721702739,2.3338367543576464,0.01960427145793264,0.12154648303918236
R1,Micro_Crack,PLC_Memory,-0.03121537305600056,-2.2565167075927026,0.024038290158834727,0.12419783248731275
R1,Micro_Crack,Feed_Speed,-0.02215626016034675,-1.6137979854142115,0.10657125168753061,0.439398762755293
R1,Micro_Crack,Power_Efficiency,-0.013455511996175307,-1.5831238915487138,0.11339322909814012,0.439398762755293
R1,Micro_Crack,Maintenance_Count,-0.020871041427761895,-1.5189375444235769,0.12877821750655152,0.44356941585589965
R1,Micro_Crack,PLC_CPU_Load,-0.018469684902471646,-1.3391076969019193,0.18053561515062988,0.5334202848609563
R1,Micro_Crack,Door_Open_Count,-0.01705126127608937,-1.2469610257613204,0.21241178856155662,0.5334202848609563
R1,Micro_Crack,Laser_Voltage,0.016798217029105424,1.2260325353906394,0.22018643172756547,0.5334202848609563
R1,Micro_Crack,Head_Temp,-0.015896806830668322,-1.2167683176868647,0.2236923775223365,0.5334202848609563
R1,Micro_Crack,Cutting_Y_Index,-0.015455379906295618,-1.1127933226132183,0.26579720387991546,0.5885509514483842
R1,Micro_Crack,Focus,-0.011401510976837701,-0.8549047267793075,0.39260389362811154,0.7866226290408211
R1,Micro_Crack,Vision_Exposure,0.011465364790860771,0.8309554866636402,0.4059987762791335,0.7866226290408211
R1,Micro_Crack,Cutting_X_Index,0.008453758458124782,0.616848033085682,0.5373349663775782,0.8770444792055129
R1,Micro_Crack,Laser_Current,-0.008323950140859595,-0.6061652536891324,0.5444050232618425,0.8770444792055129
R1,Micro_Crack,Laser_Centering_Position,0.0035530867069356654,0.44390852155136334,0.6571087232938527,0.8770444792055129
R1,Micro_Crack,Alignment_Time,-0.005777561181389337,-0.4221450949414236,0.672919114370066,0.8770444792055129
R1,Micro_Crack,Room_Noise,0.005541467437242199,0.39853688537920495,0.690234474652587,0.8770444792055129
R1,Micro_Crack,Cooling_Water_Temp,0.0053512078089404305,0.38771929104401703,0.6982237782115315,0.8770444792055129
R1,Micro_Crack,Cooling_Flow,0.004798791175346751,0.38159465802740844,0.7027620472060174,0.8770444792055129
R1,Micro_Crack,Fan_RPM,-0.004966168896355983,-0.36172546452465765,0.7175571959092367,0.8770444792055129
R1,Micro_Crack,CLN_Time,0.004898667625943147,0.35746862540060276,0.7207410099684837,0.8770444792055129
R1,Micro_Crack,LED_Brightness,-0.0046386405949116446,-0.3377047534958892,0.7355856922368817,0.8770444792055129
R1,Micro_Crack,CLN_Flow,0.003437143500996045,0.22216845450696773,0.8241827501223424,0.9334659819358895
R1,Micro_Crack,Network_Latency,0.002216028923460311,0.16185229816233446,0.8714221679638074,0.9334659819358895
R1,Micro_Crack,Laser_Head_Remain_Time,-0.002134750442169246,-0.15360109311758177,0.8779242749858833,0.9334659819358895
R1,Micro_Crack,Process_Time,-0.001664358772345949,-0.12142530324777559,0.9033541760669899,0.9334659819358895
R1,Micro_Crack,Coating_Flow,0.0006691382209431569,0.04887007743459612,0.96102283510646,0.96102283510646
