Product_ID,Recipe_ID,column,n,median,mad,robust_z_scale
PKG_A,RCP_1,Laser_Power,2819,18.486,0.05700000000000216,0.0845082000000032
PKG_A,RCP_2,Laser_Power,2718,18.487,0.0589999999999975,0.08747339999999629
PKG_A,RCP_3,Laser_Power,2735,18.488,0.05700000000000216,0.0845082000000032
PKG_A,RCP_4,Laser_Power,2670,18.489,0.05799999999999983,0.08599079999999974
PKG_A,RCP_5,Laser_Power,2808,18.489,0.05699999999999861,0.08450819999999792
PKG_A,RCP_6,Laser_Power,2712,18.487,0.05700000000000216,0.0845082000000032
PKG_A,RCP_7,Laser_Power,2813,18.491,0.05600000000000094,0.08302560000000139
PKG_A,RCP_8,Laser_Power,2724,18.491,0.05699999999999861,0.08450819999999792
PKG_A,RCP_9,Laser_Power,2823,18.485,0.05900000000000105,0.08747340000000156
PKG_B,RCP_1,Laser_Power,2902,18.487,0.05800000000000338,0.08599080000000502
PKG_B,RCP_2,Laser_Power,2867,18.487,0.05700000000000216,0.0845082000000032
PKG_B,RCP_3,Laser_Power,2756,18.488,0.05900000000000105,0.08747340000000156
PKG_B,RCP_4,Laser_Power,2806,18.488,0.05900000000000105,0.08747340000000156
PKG_B,RCP_5,Laser_Power,2729,18.488,0.05900000000000105,0.08747340000000156
PKG_B,RCP_6,Laser_Power,2712,18.486,0.05600000000000094,0.08302560000000139
PKG_B,RCP_7,Laser_Power,2678,18.486,0.05700000000000216,0.0845082000000032
PKG_B,RCP_8,Laser_Power,2707,18.485,0.05700000000000216,0.0845082000000032
PKG_B,RCP_9,Laser_Power,2778,18.486,0.05600000000000094,0.08302560000000139
PKG_C,RCP_1,Laser_Power,2703,18.488,0.05799999999999983,0.08599079999999974
PKG_C,RCP_2,Laser_Power,2841,18.485,0.05699999999999861,0.08450819999999792
PKG_C,RCP_3,Laser_Power,2777,18.487,0.05900000000000105,0.08747340000000156
PKG_C,RCP_4,Laser_Power,2726,18.489,0.05700000000000216,0.0845082000000032
PKG_C,RCP_5,Laser_Power,2705,18.487,0.0589999999999975,0.08747339999999629
PKG_C,RCP_6,Laser_Power,2738,18.485,0.05799999999999983,0.08599079999999974
PKG_C,RCP_7,Laser_Power,2719,18.486,0.05700000000000216,0.0845082000000032
PKG_C,RCP_8,Laser_Power,2794,18.489,0.05799999999999983,0.08599079999999974
PKG_C,RCP_9,Laser_Power,2912,18.492,0.05799999999999983,0.08599079999999974
PKG_D,RCP_1,Laser_Power,2863,18.493,0.0589999999999975,0.08747339999999629
PKG_D,RCP_2,Laser_Power,2721,18.486,0.05799999999999983,0.08599079999999974
PKG_D,RCP_3,Laser_Power,2731,18.487,0.05800000000000338,0.08599080000000502
PKG_D,RCP_4,Laser_Power,2650,18.486,0.05900000000000105,0.08747340000000156
PKG_D,RCP_5,Laser_Power,2726,18.488,0.05799999999999983,0.08599079999999974
PKG_D,RCP_6,Laser_Power,2810,18.486,0.060000000000002274,0.08895600000000337
PKG_D,RCP_7,Laser_Power,2725,18.489,0.05699999999999861,0.08450819999999792
PKG_D,RCP_8,Laser_Power,2667,18.488,0.05900000000000105,0.08747340000000156
PKG_D,RCP_9,Laser_Power,2833,18.488,0.05799999999999983,0.08599079999999974
PKG_E,RCP_1,Laser_Power,2816,18.492,0.05600000000000094,0.08302560000000139
PKG_E,RCP_2,Laser_Power,2816,18.492,0.05600000000000094,0.08302560000000139
PKG_E,RCP_3,Laser_Power,2733,18.489,0.05699999999999861,0.08450819999999792
PKG_E,RCP_4,Laser_Power,2805,18.488,0.05900000000000105,0.08747340000000156
PKG_E,RCP_5,Laser_Power,2697,18.491,0.05600000000000094,0.08302560000000139
PKG_E,RCP_6,Laser_Power,2732,18.486,0.05600000000000094,0.08302560000000139
PKG_E,RCP_7,Laser_Power,2832,18.49,0.05799999999999983,0.08599079999999974
PKG_E,RCP_8,Laser_Power,2859,18.487,0.055999999999997385,0.08302559999999612
PKG_E,RCP_9,Laser_Power,2773,18.488,0.05600000000000094,0.08302560000000139
PKG_F,RCP_1,Laser_Power,2872,18.487,0.05600000000000094,0.08302560000000139
PKG_F,RCP_2,Laser_Power,2828,18.488,0.05700000000000216,0.0845082000000032
PKG_F,RCP_3,Laser_Power,2786,18.489,0.0589999999999975,0.08747339999999629
PKG_F,RCP_4,Laser_Power,2894,18.485,0.05799999999999983,0.08599079999999974
PKG_F,RCP_5,Laser_Power,2717,18.485,0.05700000000000216,0.0845082000000032
PKG_F,RCP_6,Laser_Power,2756,18.487,0.06099999999999994,0.09043859999999991
PKG_F,RCP_7,Laser_Power,2781,18.485,0.05699999999999861,0.08450819999999792
PKG_F,RCP_8,Laser_Power,2850,18.487,0.05699999999999861,0.08450819999999792
PKG_F,RCP_9,Laser_Power,2728,18.487,0.0589999999999975,0.08747339999999629
PKG_A,RCP_1,Power_Efficiency,2819,94.981,0.10899999999999466,0.16160339999999207
PKG_A,RCP_2,Power_Efficiency,2718,94.975,0.10900000000000887,0.16160340000001314
PKG_A,RCP_3,Power_Efficiency,2735,94.983,0.10999999999999943,0.16308599999999915
PKG_A,RCP_4,Power_Efficiency,2670,94.976,0.10800000000000409,0.16012080000000606
PKG_A,RCP_5,Power_Efficiency,2808,94.972,0.10699999999999932,0.15863819999999898
PKG_A,RCP_6,Power_Efficiency,2712,94.982,0.10599999999999454,0.1571555999999919
PKG_A,RCP_7,Power_Efficiency,2813,94.978,0.1110000000000042,0.16456860000000623
PKG_A,RCP_8,Power_Efficiency,2724,94.983,0.10999999999999943,0.16308599999999915
PKG_A,RCP_9,Power_Efficiency,2823,94.973,0.1110000000000042,0.16456860000000623
PKG_B,RCP_1,Power_Efficiency,2902,94.972,0.10899999999999466,0.16160339999999207
PKG_B,RCP_2,Power_Efficiency,2867,94.976,0.1110000000000042,0.16456860000000623
PKG_B,RCP_3,Power_Efficiency,2756,94.9795,0.1144999999999925,0.16975769999998885
PKG_B,RCP_4,Power_Efficiency,2806,94.975,0.10900000000000887,0.16160340000001314
PKG_B,RCP_5,Power_Efficiency,2729,94.984,0.10999999999999943,0.16308599999999915
PKG_B,RCP_6,Power_Efficiency,2712,94.9825,0.10849999999999937,0.16086209999999906
PKG_B,RCP_7,Power_Efficiency,2678,94.9795,0.10649999999999693,0.15789689999999543
PKG_B,RCP_8,Power_Efficiency,2707,94.984,0.10899999999999466,0.16160339999999207
PKG_B,RCP_9,Power_Efficiency,2778,94.974,0.11399999999999011,0.16901639999998533
PKG_C,RCP_1,Power_Efficiency,2703,94.976,0.10299999999999443,0.15270779999999173
PKG_C,RCP_2,Power_Efficiency,2841,94.977,0.10899999999999466,0.16160339999999207
PKG_C,RCP_3,Power_Efficiency,2777,94.981,0.1039999999999992,0.1541903999999988
PKG_C,RCP_4,Power_Efficiency,2726,94.974,0.10650000000000404,0.15789690000000597
PKG_C,RCP_5,Power_Efficiency,2705,94.983,0.10799999999998988,0.160120799999985
PKG_C,RCP_6,Power_Efficiency,2738,94.977,0.11299999999999955,0.16753379999999932
PKG_C,RCP_7,Power_Efficiency,2719,94.975,0.10899999999999466,0.16160339999999207
PKG_C,RCP_8,Power_Efficiency,2794,94.9865,0.1074999999999875,0.15937949999998144
PKG_C,RCP_9,Power_Efficiency,2912,94.98,0.1074999999999946,0.15937949999999199
PKG_D,RCP_1,Power_Efficiency,2863,94.971,0.10800000000000409,0.16012080000000606
PKG_D,RCP_2,Power_Efficiency,2721,94.981,0.10600000000000875,0.15715560000001297
PKG_D,RCP_3,Power_Efficiency,2731,94.981,0.10900000000000887,0.16160340000001314
PKG_D,RCP_4,Power_Efficiency,2650,94.977,0.10599999999999454,0.1571555999999919
PKG_D,RCP_5,Power_Efficiency,2726,94.977,0.1110000000000042,0.16456860000000623
PKG_D,RCP_6,Power_Efficiency,2810,94.976,0.10999999999999943,0.16308599999999915
PKG_D,RCP_7,Power_Efficiency,2725,94.984,0.10999999999999943,0.16308599999999915
PKG_D,RCP_8,Power_Efficiency,2667,94.979,0.11299999999999955,0.16753379999999932
PKG_D,RCP_9,Power_Efficiency,2833,94.975,0.10999999999999943,0.16308599999999915
PKG_E,RCP_1,Power_Efficiency,2816,94.971,0.1110000000000042,0.16456860000000623
PKG_E,RCP_2,Power_Efficiency,2816,94.979,0.1110000000000042,0.16456860000000623
PKG_E,RCP_3,Power_Efficiency,2733,94.98,0.10899999999999466,0.16160339999999207
PKG_E,RCP_4,Power_Efficiency,2805,94.979,0.1110000000000042,0.16456860000000623
PKG_E,RCP_5,Power_Efficiency,2697,94.983,0.1110000000000042,0.16456860000000623
PKG_E,RCP_6,Power_Efficiency,2732,94.975,0.10899999999999466,0.16160339999999207
PKG_E,RCP_7,Power_Efficiency,2832,94.9785,0.11200000000000188,0.16605120000000279
PKG_E,RCP_8,Power_Efficiency,2859,94.981,0.10699999999999932,0.15863819999999898
PKG_E,RCP_9,Power_Efficiency,2773,94.978,0.10999999999999943,0.16308599999999915
PKG_F,RCP_1,Power_Efficiency,2872,94.9785,0.11050000000000182,0.1638273000000027
PKG_F,RCP_2,Power_Efficiency,2828,94.975,0.10900000000000887,0.16160340000001314
PKG_F,RCP_3,Power_Efficiency,2786,94.979,0.11199999999999477,0.16605119999999224
PKG_F,RCP_4,Power_Efficiency,2894,94.977,0.11049999999999471,0.16382729999999215
PKG_F,RCP_5,Power_Efficiency,2717,94.984,0.10999999999999943,0.16308599999999915
PKG_F,RCP_6,Power_Efficiency,2756,94.9735,0.10649999999999693,0.15789689999999543
PKG_F,RCP_7,Power_Efficiency,2781,94.976,0.1110000000000042,0.16456860000000623
PKG_F,RCP_8,Power_Efficiency,2850,94.9815,0.1115000000000066,0.16530990000000978
PKG_F,RCP_9,Power_Efficiency,2728,94.983,0.10999999999999943,0.16308599999999915
PKG_A,RCP_1,Laser_Centering_Position,2819,0.007,0.106,0.15715559999999998
PKG_A,RCP_2,Laser_Centering_Position,2718,0.0075,0.10250000000000001,0.1519665
PKG_A,RCP_3,Laser_Centering_Position,2735,0.011,0.10300000000000001,0.1527078
PKG_A,RCP_4,Laser_Centering_Position,2670,0.002,0.1,0.14826
PKG_A,RCP_5,Laser_Centering_Position,2808,0.0125,0.1015,0.1504839
PKG_A,RCP_6,Laser_Centering_Position,2712,0.009,0.103,0.15270779999999998
PKG_A,RCP_7,Laser_Centering_Position,2813,0.009,0.107,0.15863819999999998
PKG_A,RCP_8,Laser_Centering_Position,2724,0.005,0.10099999999999999,0.14974259999999998
PKG_A,RCP_9,Laser_Centering_Position,2823,0.009,0.1,0.14826
PKG_B,RCP_1,Laser_Centering_Position,2902,0.009,0.106,0.15715559999999998
PKG_B,RCP_2,Laser_Centering_Position,2867,0.01,0.101,0.1497426
PKG_B,RCP_3,Laser_Centering_Position,2756,0.008,0.10500000000000001,0.155673
PKG_B,RCP_4,Laser_Centering_Position,2806,0.005,0.106,0.15715559999999998
PKG_B,RCP_5,Laser_Centering_Position,2729,-0.002,0.099,0.1467774
PKG_B,RCP_6,Laser_Centering_Position,2712,0.006500000000000001,0.1015,0.1504839
PKG_B,RCP_7,Laser_Centering_Position,2678,0.004,0.10200000000000001,0.1512252
PKG_B,RCP_8,Laser_Centering_Position,2707,0.01,0.105,0.15567299999999998
PKG_B,RCP_9,Laser_Centering_Position,2778,0.008,0.101,0.1497426
PKG_C,RCP_1,Laser_Centering_Position,2703,0.008,0.10500000000000001,0.155673
PKG_C,RCP_2,Laser_Centering_Position,2841,0.007,0.106,0.15715559999999998
PKG_C,RCP_3,Laser_Centering_Position,2777,0.002,0.104,0.15419039999999998
PKG_C,RCP_4,Laser_Centering_Position,2726,0.002,0.10099999999999999,0.14974259999999998
PKG_C,RCP_5,Laser_Centering_Position,2705,0.002,0.10099999999999999,0.14974259999999998
PKG_C,RCP_6,Laser_Centering_Position,2738,0.009,0.09999999999999999,0.14825999999999998
PKG_C,RCP_7,Laser_Centering_Position,2719,0.009,0.102,0.15122519999999998
PKG_C,RCP_8,Laser_Centering_Position,2794,0.003,0.10400000000000001,0.1541904
PKG_C,RCP_9,Laser_Centering_Position,2912,0.008,0.101,0.1497426
PKG_D,RCP_1,Laser_Centering_Position,2863,0.006,0.09899999999999999,0.14677739999999997
PKG_D,RCP_2,Laser_Centering_Position,2721,0.009,0.103,0.15270779999999998
PKG_D,RCP_3,Laser_Centering_Position,2731,0.004,0.10400000000000001,0.1541904
PKG_D,RCP_4,Laser_Centering_Position,2650,0.006,0.10400000000000001,0.1541904
PKG_D,RCP_5,Laser_Centering_Position,2726,0.011,0.10300000000000001,0.1527078
PKG_D,RCP_6,Laser_Centering_Position,2810,0.0,0.103,0.15270779999999998
PKG_D,RCP_7,Laser_Centering_Position,2725,0.013,0.10200000000000001,0.1512252
PKG_D,RCP_8,Laser_Centering_Position,2667,0.007,0.105,0.15567299999999998
PKG_D,RCP_9,Laser_Centering_Position,2833,0.006,0.10300000000000001,0.1527078
PKG_E,RCP_1,Laser_Centering_Position,2816,0.0045000000000000005,0.1015,0.1504839
PKG_E,RCP_2,Laser_Centering_Position,2816,0.012,0.104,0.15419039999999998
PKG_E,RCP_3,Laser_Centering_Position,2733,0.001,0.104,0.15419039999999998
PKG_E,RCP_4,Laser_Centering_Position,2805,0.001,0.104,0.15419039999999998
PKG_E,RCP_5,Laser_Centering_Position,2697,0.008,0.10600000000000001,0.1571556
PKG_E,RCP_6,Laser_Centering_Position,2732,0.013,0.108,0.16012079999999998
PKG_E,RCP_7,Laser_Centering_Position,2832,0.005,0.106,0.15715559999999998
PKG_E,RCP_8,Laser_Centering_Position,2859,0.006,0.10300000000000001,0.1527078
PKG_E,RCP_9,Laser_Centering_Position,2773,0.01,0.104,0.15419039999999998
PKG_F,RCP_1,Laser_Centering_Position,2872,0.005,0.109,0.16160339999999998
PKG_F,RCP_2,Laser_Centering_Position,2828,0.006,0.10099999999999999,0.14974259999999998
PKG_F,RCP_3,Laser_Centering_Position,2786,0.01,0.10099999999999999,0.14974259999999998
PKG_F,RCP_4,Laser_Centering_Position,2894,0.005,0.10200000000000001,0.1512252
PKG_F,RCP_5,Laser_Centering_Position,2717,0.006,0.10200000000000001,0.1512252
PKG_F,RCP_6,Laser_Centering_Position,2756,0.009,0.10300000000000001,0.1527078
PKG_F,RCP_7,Laser_Centering_Position,2781,0.011,0.106,0.15715559999999998
PKG_F,RCP_8,Laser_Centering_Position,2850,0.0125,0.0975,0.1445535
PKG_F,RCP_9,Laser_Centering_Position,2728,0.0095,0.1025,0.15196649999999998
PKG_A,RCP_1,Laser_Current,2819,8.506,0.07099999999999973,0.1052645999999996
PKG_A,RCP_2,Laser_Current,2718,8.498,0.06600000000000072,0.09785160000000107
PKG_A,RCP_3,Laser_Current,2735,8.505,0.06800000000000139,0.10081680000000207
PKG_A,RCP_4,Laser_Current,2670,8.497,0.06700000000000017,0.09933420000000025
PKG_A,RCP_5,Laser_Current,2808,8.498,0.06650000000000045,0.09859290000000066
PKG_A,RCP_6,Laser_Current,2712,8.497,0.0649999999999995,0.09636899999999926
PKG_A,RCP_7,Laser_Current,2813,8.501,0.06700000000000017,0.09933420000000025
