Machine_ID,Product_ID,Recipe_ID,column,n,mean,std,cv,median,mad,robust_z_scale,p0_5,p99_5,min,max
DP01,PKG_A,RCP_1,Laser_Power,446,18.49560538116592,0.0850310260240834,0.0045973637667827034,18.499499999999998,0.05400000000000027,0.08006040000000039,18.26,18.699,18.223,18.711
DP01,PKG_A,RCP_2,Laser_Power,397,18.499120906801007,0.07995662012745396,0.004322184850311387,18.495,0.053000000000000824,0.07857780000000122,18.29578,18.68132,18.221,18.786
DP01,PKG_A,RCP_3,Laser_Power,402,18.492905472636817,0.07975577446804749,0.004312776842236002,18.495,0.05249999999999844,0.07783649999999767,18.295045000000002,18.684974999999998,18.272,18.717
DP01,PKG_A,RCP_4,Laser_Power,385,18.49906753246753,0.08283386114680996,0.004477731701958981,18.496,0.05699999999999861,0.08450819999999792,18.30184,18.69848,18.281,18.72
DP01,PKG_A,RCP_5,Laser_Power,410,18.500358536585367,0.07938166132257726,0.0042908174544615514,18.5045,0.05649999999999977,0.08376689999999966,18.29718,18.70373,18.286,18.719
DP01,PKG_A,RCP_6,Laser_Power,396,18.4984898989899,0.08049405921307123,0.004351385418626338,18.496,0.05400000000000027,0.08006040000000039,18.303974999999998,18.729474999999997,18.281,18.756
DP01,PKG_A,RCP_7,Laser_Power,404,18.503042079207923,0.07833427583664945,0.0042335890228923255,18.5045,0.050499999999999545,0.07487129999999932,18.308195,18.684,18.295,18.773
DP01,PKG_A,RCP_8,Laser_Power,364,18.494793956043956,0.0849458026323698,0.004592957501135619,18.492,0.05450000000000088,0.08080170000000131,18.301785000000002,18.731515,18.259,18.754
DP01,PKG_A,RCP_9,Laser_Power,410,18.497163414634148,0.08014162359119321,0.004332643973280177,18.496,0.05700000000000216,0.0845082000000032,18.304225,18.706955,18.292,18.731
DP01,PKG_B,RCP_1,Laser_Power,411,18.49740389294404,0.08492617961976275,0.004591248594196422,18.492,0.05700000000000216,0.0845082000000032,18.2854,18.7188,18.182,18.754
DP01,PKG_B,RCP_2,Laser_Power,417,18.503654676258993,0.08299015629447838,0.00448506836873466,18.5,0.05699999999999861,0.08450819999999792,18.3012,18.70796,18.255,18.736
DP01,PKG_B,RCP_3,Laser_Power,376,18.502912234042554,0.08260576418504825,0.004464473653669835,18.504,0.05699999999999861,0.08450819999999792,18.3175,18.716875,18.293,18.73
DP01,PKG_B,RCP_4,Laser_Power,372,18.5001935483871,0.08007072454158898,0.004328101991590773,18.501,0.050499999999999545,0.07487129999999932,18.29891,18.71087,18.253,18.735
DP01,PKG_B,RCP_5,Laser_Power,415,18.499850602409637,0.0779598053463221,0.004214077563208413,18.5,0.05099999999999838,0.07561259999999759,18.30728,18.7146,18.253,18.723
DP01,PKG_B,RCP_6,Laser_Power,404,18.4997400990099,0.07490840909299712,0.004049160079660048,18.501,0.04650000000000176,0.06894090000000261,18.29221,18.699655,18.259,18.756
DP01,PKG_B,RCP_7,Laser_Power,381,18.502779527559056,0.08196686558274836,0.004429975802319993,18.494,0.053999999999998494,0.08006039999999776,18.2917,18.7007,18.236,18.721
DP01,PKG_B,RCP_8,Laser_Power,388,18.499177835051544,0.0768798977663998,0.004155854841328714,18.496,0.05000000000000071,0.07413000000000106,18.327375,18.687520000000003,18.295,18.772
DP01,PKG_B,RCP_9,Laser_Power,422,18.507175355450237,0.08121203331756975,0.004388137668650411,18.505499999999998,0.05850000000000222,0.08673210000000328,18.295415,18.701790000000003,18.252,18.731
DP01,PKG_C,RCP_1,Laser_Power,385,18.501568831168832,0.08300132444309169,0.004486177642582545,18.502,0.05799999999999983,0.08599079999999974,18.30668,18.70172,18.227,18.718
DP01,PKG_C,RCP_2,Laser_Power,412,18.502099514563106,0.0767024604886915,0.004145608471531491,18.504,0.049000000000001265,0.07264740000000187,18.310055,18.713845,18.3,18.741
DP01,PKG_C,RCP_3,Laser_Power,394,18.49651269035533,0.08290413293915042,0.004482149382806591,18.494500000000002,0.055999999999997385,0.08302559999999612,18.296879999999998,18.686385,18.242,18.739
DP01,PKG_C,RCP_4,Laser_Power,401,18.50585037406484,0.08131831009133099,0.004394194724782555,18.5,0.05600000000000094,0.08302560000000139,18.323,18.714,18.271,18.733
DP01,PKG_C,RCP_5,Laser_Power,344,18.50442441860465,0.08528388599010693,0.004608837543974679,18.496499999999997,0.0555000000000021,0.08228430000000311,18.23875,18.689995,18.192,18.775
DP01,PKG_C,RCP_6,Laser_Power,413,18.500658595641646,0.07947547802159403,0.004295818854811836,18.499,0.054999999999999716,0.08154299999999957,18.322119999999998,18.68864,18.299,18.709
DP01,PKG_C,RCP_7,Laser_Power,381,18.502257217847767,0.07946205305299579,0.004294722104303285,18.502,0.04899999999999949,0.07264739999999924,18.305600000000002,18.7243,18.266,18.767
DP01,PKG_C,RCP_8,Laser_Power,429,18.503146853146855,0.07589007280350242,0.004101468437007821,18.505,0.04899999999999949,0.07264739999999924,18.295379999999998,18.6843,18.27,18.752
DP01,PKG_C,RCP_9,Laser_Power,389,18.50145758354756,0.07920508012006593,0.0042810183880052305,18.503,0.053000000000000824,0.07857780000000122,18.3098,18.67618,18.245,18.765
DP01,PKG_D,RCP_1,Laser_Power,439,18.505346241457858,0.07862330529419703,0.004248680584968243,18.509,0.05699999999999861,0.08450819999999792,18.27789,18.70101,18.25,18.757
DP01,PKG_D,RCP_2,Laser_Power,420,18.495016666666668,0.07781090357012514,0.004207128059006442,18.4955,0.050499999999999545,0.07487129999999932,18.29957,18.695050000000002,18.276,18.754
DP01,PKG_D,RCP_3,Laser_Power,362,18.50067403314917,0.08076352293501246,0.004365436783022167,18.499,0.05450000000000088,0.08080170000000131,18.307855,18.69717,18.272,18.723
DP01,PKG_D,RCP_4,Laser_Power,382,18.496583769633506,0.08401301016875924,0.0045420825388678724,18.496,0.058499999999998664,0.08673209999999801,18.280575,18.679475,18.255,18.699
DP01,PKG_D,RCP_5,Laser_Power,420,18.498261904761907,0.07514262001304811,0.004062144886904459,18.496499999999997,0.048500000000004206,0.07190610000000623,18.32114,18.70586,18.296,18.714
DP01,PKG_D,RCP_6,Laser_Power,410,18.50721463414634,0.08119753317755464,0.0043873448696997806,18.5075,0.058499999999998664,0.08673209999999801,18.34,18.682865,18.267,18.723
DP01,PKG_D,RCP_7,Laser_Power,393,18.50282951653944,0.08267220089014625,0.004468084236318918,18.506,0.053000000000000824,0.07857780000000122,18.293,18.687520000000003,18.251,18.769
DP01,PKG_D,RCP_8,Laser_Power,384,18.506653645833335,0.0779928853770703,0.004214315935751569,18.51,0.05799999999999983,0.08599079999999974,18.319535,18.682595,18.275,18.694
DP01,PKG_D,RCP_9,Laser_Power,401,18.502189526184537,0.07674828330343982,0.00414806491928021,18.502,0.05100000000000193,0.07561260000000286,18.304,18.667,18.226,18.697
DP01,PKG_E,RCP_1,Laser_Power,399,18.495406015037595,0.08154741238225155,0.004409063110912507,18.495,0.053000000000000824,0.07857780000000122,18.28797,18.71512,18.284,18.731
DP01,PKG_E,RCP_2,Laser_Power,430,18.501660465116277,0.07910670301132289,0.004275654239816671,18.503,0.053999999999998494,0.08006039999999776,18.328145,18.708275,18.258,18.734
DP01,PKG_E,RCP_3,Laser_Power,390,18.500994871794873,0.08410184775768018,0.004545801365844119,18.499000000000002,0.054999999999999716,0.08154299999999957,18.276615,18.716715,18.256,18.743
DP01,PKG_E,RCP_4,Laser_Power,398,18.502379396984924,0.0809075367248307,0.0043728179489182385,18.503,0.053999999999998494,0.08006039999999776,18.291865,18.710150000000002,18.267,18.77
DP01,PKG_E,RCP_5,Laser_Power,353,18.49729461756374,0.07799437916397838,0.00421652899932298,18.5,0.0470000000000006,0.06968220000000089,18.29184,18.71032,18.257,18.757
DP01,PKG_E,RCP_6,Laser_Power,394,18.49136802030457,0.07823331772772156,0.004230802050006087,18.489,0.053000000000000824,0.07857780000000122,18.29872,18.707015000000002,18.279,18.761
DP01,PKG_E,RCP_7,Laser_Power,438,18.49834703196347,0.07758009445240324,0.0041938933418403206,18.498,0.05100000000000193,0.07561260000000286,18.287145,18.72226,18.187,18.735
DP01,PKG_E,RCP_8,Laser_Power,418,18.5040980861244,0.08325133104658788,0.0044990753215373,18.502,0.058499999999998664,0.08673209999999801,18.286085,18.69883,18.267,18.72
DP01,PKG_E,RCP_9,Laser_Power,393,18.50598727735369,0.0766366815576607,0.004141183088969439,18.506,0.053000000000000824,0.07857780000000122,18.31624,18.7026,18.293,18.763
DP01,PKG_F,RCP_1,Laser_Power,386,18.50413212435233,0.0807000581222217,0.004361191196641777,18.509,0.05649999999999977,0.08376689999999966,18.3168,18.717675,18.289,18.743
DP01,PKG_F,RCP_2,Laser_Power,431,18.50008584686775,0.0823635421669853,0.004452062701153912,18.5,0.05000000000000071,0.07413000000000106,18.29875,18.71605,18.288,18.741
DP01,PKG_F,RCP_3,Laser_Power,414,18.50550241545894,0.08120344071218673,0.004388070039338776,18.503,0.05699999999999861,0.08450819999999792,18.31113,18.715635,18.235,18.746
DP01,PKG_F,RCP_4,Laser_Power,386,18.502629533678757,0.08356812328509194,0.0045165538840292955,18.502,0.055999999999997385,0.08302559999999612,18.293325,18.697074999999998,18.267,18.764
DP01,PKG_F,RCP_5,Laser_Power,370,18.495472972972973,0.07606483879667804,0.004112619282990487,18.496499999999997,0.04949999999999832,0.0733886999999975,18.301845,18.663015,18.274,18.692
DP01,PKG_F,RCP_6,Laser_Power,392,18.496897959183674,0.08195941105061165,0.004430981412746507,18.5015,0.06300000000000061,0.0934038000000009,18.31156,18.670045000000002,18.237,18.723
DP01,PKG_F,RCP_7,Laser_Power,415,18.495949397590362,0.0804450773925249,0.0043493348550686034,18.495,0.053999999999998494,0.08006039999999776,18.28598,18.698790000000002,18.26,18.725
DP01,PKG_F,RCP_8,Laser_Power,388,18.505512886597938,0.08093824703751919,0.004373737033580749,18.505499999999998,0.05250000000000199,0.07783650000000294,18.310415,18.688454999999998,18.272,18.712
DP01,PKG_F,RCP_9,Laser_Power,397,18.501753148614608,0.0788082926558099,0.004259504060117188,18.503,0.05799999999999983,0.08599079999999974,18.33174,18.69244,18.281,18.728
DP02,PKG_A,RCP_1,Laser_Power,122,18.403467213114755,0.17424596391575137,0.009468105216150763,18.4575,0.0625,0.0926625,17.818624999999997,18.67154,17.743,18.703
DP02,PKG_A,RCP_2,Laser_Power,136,18.416455882352942,0.15799910302825826,0.008579235007950499,18.448999999999998,0.08850000000000158,0.13121010000000233,17.887649999999997,18.660825,17.862,18.675
DP02,PKG_A,RCP_3,Laser_Power,147,18.408149659863945,0.16821766532670002,0.009138216954715008,18.447,0.07000000000000028,0.10378200000000042,17.85584,18.64305,17.85,18.654
DP02,PKG_A,RCP_4,Laser_Power,126,18.404349206349206,0.17049590340933393,0.009263892001707704,18.441000000000003,0.07349999999999923,0.10897109999999885,17.79675,18.631625,17.788,18.641
DP02,PKG_A,RCP_5,Laser_Power,144,18.40182638888889,0.17802947543575895,0.009674554670467602,18.45,0.0754999999999999,0.11193629999999985,17.757305,18.679655,17.738,18.739
DP02,PKG_A,RCP_6,Laser_Power,128,18.413125,0.14100080973688323,0.0076576251851265455,18.4295,0.07649999999999935,0.11341889999999902,17.862765,18.657094999999998,17.838,18.659
DP02,PKG_A,RCP_7,Laser_Power,144,18.422520833333333,0.18153652539488532,0.009854054558397721,18.461,0.08300000000000196,0.12305580000000291,17.798205,18.668565,17.736,18.675
DP02,PKG_A,RCP_8,Laser_Power,125,18.413344000000002,0.14687448580555162,0.007976524297028916,18.436,0.07900000000000063,0.11712540000000092,17.86682,18.68132,17.829,18.69
DP02,PKG_A,RCP_9,Laser_Power,128,18.3875234375,0.1845093926654991,0.01003448851024743,18.43,0.08450000000000024,0.12527970000000035,17.823259999999998,18.68341,17.775,18.705
DP02,PKG_B,RCP_1,Laser_Power,142,18.415788732394365,0.1806105025490102,0.009807372639506153,18.466,0.07350000000000101,0.10897110000000149,17.85282,18.663015,17.85,18.675
DP02,PKG_B,RCP_2,Laser_Power,116,18.414163793103448,0.1476817344076825,0.008020007645581653,18.442999999999998,0.07850000000000001,0.11638410000000002,17.87735,18.663175,17.867,18.704
DP02,PKG_B,RCP_3,Laser_Power,134,18.431902985074625,0.14834677264244267,0.008048369870575361,18.4545,0.08150000000000013,0.12083190000000019,17.833425000000002,18.74167,17.737,18.743
DP02,PKG_B,RCP_4,Laser_Power,138,18.397746376811597,0.17171330977300484,0.009333388245281564,18.432000000000002,0.08599999999999852,0.1275035999999978,17.8094,18.66941,17.782,18.679
DP02,PKG_B,RCP_5,Laser_Power,117,18.408333333333335,0.16750522379914046,0.009099423655906226,18.444,0.08999999999999986,0.13343399999999978,17.81536,18.70004,17.791,18.765
DP02,PKG_B,RCP_6,Laser_Power,131,18.42370992366412,0.15270250053615392,0.008288368692779784,18.452,0.0589999999999975,0.08747339999999629,17.8637,18.69115,17.8,18.71
DP02,PKG_B,RCP_7,Laser_Power,139,18.41444604316547,0.1621958992968773,0.00880807920676367,18.444,0.09100000000000108,0.1349166000000016,17.84652,18.631,17.841,18.631
DP02,PKG_B,RCP_8,Laser_Power,126,18.395595238095236,0.1559811362221178,0.008479265509120258,18.423,0.09600000000000009,0.1423296000000001,17.871625,18.663,17.841,18.668
DP02,PKG_B,RCP_9,Laser_Power,137,18.38494890510949,0.18651806887584615,0.010145150244285401,18.423,0.10100000000000264,0.14974260000000392,17.81336,18.692359999999997,17.812,18.708
DP02,PKG_C,RCP_1,Laser_Power,128,18.4213125,0.1599210312012539,0.0086813049396591,18.4555,0.07450000000000045,0.11045370000000067,17.822445,18.672345,17.818,18.706
DP02,PKG_C,RCP_2,Laser_Power,107,18.361785046728972,0.20765955575182513,0.011309333772471009,18.428,0.09199999999999875,0.13639919999999814,17.75542,18.63786,17.748,18.658
DP02,PKG_C,RCP_3,Laser_Power,129,18.43586046511628,0.13833387736887479,0.007503521608368946,18.458,0.07900000000000063,0.11712540000000092,17.87704,18.679959999999998,17.854,18.687
DP02,PKG_C,RCP_4,Laser_Power,121,18.419090909090908,0.1698840290708147,0.009223258080938561,18.454,0.08299999999999841,0.12305579999999763,17.825400000000002,18.6946,17.823,18.736
DP02,PKG_C,RCP_5,Laser_Power,114,18.430324561403506,0.1584421111233998,0.008596816111160992,18.4535,0.0835000000000008,0.12379710000000117,17.80725,18.708785,17.779,18.715
DP02,PKG_C,RCP_6,Laser_Power,156,18.37527564102564,0.20144854697969863,0.01096302177529972,18.427,0.08900000000000041,0.1319514000000006,17.793400000000002,18.678675000000002,17.75,18.681
DP02,PKG_C,RCP_7,Laser_Power,128,18.411015625,0.18315941098583277,0.009948359977334642,18.436999999999998,0.07900000000000063,0.11712540000000092,17.809355,18.66311,17.763,18.672
DP02,PKG_C,RCP_8,Laser_Power,125,18.43348,0.1727365418874222,0.009370804746983328,18.47,0.07600000000000051,0.11267760000000075,17.79076,18.71938,17.761,18.72
