Machine_ID,column,n_days,kendall_tau,kendall_p_value,ols_slope_per_day,ols_p_value,trend_class
DP01,Alignment_Time,89,0.1031664964249234,0.15222619618929437,0.000332852096443088,0.160430387654029,no_trend
DP01,Beam_Diameter,89,-0.0372829417773238,0.6048762947614656,-7.626266459089085e-05,0.718970217777289,no_trend
DP01,Bottom_Kerf,89,-0.08171603677221655,0.25678218004229825,-0.0002513934218621866,0.2929364154619506,no_trend
DP01,CLN_Flow,89,0.0812053115423902,0.2597670882774479,0.00014616569955914444,0.423721604361184,no_trend
DP01,CLN_Pressure,89,0.0362614913176711,0.6148056792366621,6.149288645893661e-05,0.804936971575739,no_trend
DP01,CLN_Time,89,0.02400408580183861,0.7390428263280241,8.324433341310813e-05,0.7046731732092255,no_trend
DP01,Coating_Flow,89,-0.067926455566905,0.3458538110747802,-0.00010807613725922475,0.6312508125218577,no_trend
DP01,Coating_Thickness,89,0.11338100102145046,0.11561097565622255,0.00042542461620704853,0.0764064086652633,no_trend
DP01,Coating_Uniformity,89,0.008171603677221657,0.9097111021949584,0.0001220857956649302,0.6539291491093493,no_trend
DP01,Cooling_Flow,89,0.03370786516853933,0.639936801710268,0.00011833371027350888,0.6814085664546103,no_trend
DP01,Cooling_Water_Temp,89,0.0372829417773238,0.6048762947614656,5.508697552174921e-05,0.8350933057902042,no_trend
DP01,Cutting_Offset,89,0.10469867211440245,0.14623061812587654,0.00018486375110901587,0.48189674179160014,no_trend
DP01,Cutting_X_Index,89,-0.031154239019407563,0.6654879669269851,6.040163577244125e-05,0.8173720628718324,no_trend
DP01,Cutting_Y_Index,89,-0.006639427987742595,0.9265868910776145,1.8995111445788914e-05,0.9326768902117248,no_trend
DP01,Door_Open_Count,89,0.01174668028600613,0.8705052555221955,0.00013371729453629853,0.4973871734560812,no_trend
DP01,Factory_Power,89,-0.10214504596527069,0.15632602646320415,-0.00032235246740614616,0.15365104444922473,no_trend
DP01,Fan_RPM,89,0.03268641470888663,0.6501082631180501,2.309266695434202e-05,0.9039866400717624,no_trend
DP01,Feed_Speed,89,-0.002553626149131767,0.9717301480791852,-9.222708133712862e-06,0.9676179446757336,no_trend
DP01,Focus,89,-0.08733401430030645,0.2255146725955548,-0.0003137172522562704,0.18517246055471964,no_trend
DP01,Frequency,89,0.1537282941777324,0.032892503315845104,0.0006082632274009819,0.02475725821998752,candidate_upward_drift
DP01,Groove_Depth,89,0.03575076608784475,0.6197971211327369,0.000144548930742212,0.5939641626312051,no_trend
DP01,Head_Temp,89,0.030132788559754854,0.6758203624533763,9.988620537760319e-05,0.696404530756952,no_trend
DP01,Kerf_Angle,89,0.08069458631256385,0.2627759335616122,0.00031791609630409026,0.23616549331635098,no_trend
DP01,Kerf_Width_Profile,89,-0.03268641470888663,0.6501082631180501,-3.18251197695631e-05,0.8863053693030248,no_trend
DP01,LED_Brightness,89,0.02757916241062309,0.7019162966868857,0.00010802209788043003,0.5766632890911099,no_trend
DP01,Laser_Centering_Position,89,0.09448416751787539,0.18978290934835285,0.000333447127803433,0.19449781446715053,no_trend
DP01,Laser_Current,89,0.018386108273748727,0.7986021235624029,7.226519020564675e-05,0.7442228912406215,no_trend
DP01,Laser_Head_Remain_Time,89,-0.15168539325842698,0.03528763201835066,-0.00045320924265249835,0.030302912434333123,candidate_downward_drift
DP01,Laser_Power,89,0.002042900919305414,0.9773824144608225,-5.253606125477928e-06,0.9823924250240534,no_trend
DP01,Laser_Voltage,89,-0.0715015321756895,0.321063005150812,-0.0001878660805506235,0.3919933757680497,no_trend
DP01,Maintenance_Count,89,-0.10469867211440245,0.14623061812587654,-0.0002631089985969629,0.17268700058667563,no_trend
DP01,Network_Latency,89,-0.043411644535240046,0.546872530474113,-8.45557687806468e-05,0.6835506467849514,no_trend
DP01,PLC_CPU_Load,89,-0.03421859039836568,0.6348761805682659,-0.00011439193766516418,0.5900814492423083,no_trend
DP01,PLC_Memory,89,0.04954034729315629,0.4917643144653331,0.00021575234593728432,0.21039442887737553,no_trend
DP01,Package_Size_1,89,-0.08018386108273749,0.2658087554967541,-0.0002356647309031395,0.31376984793961726,no_trend
DP01,Package_Size_2,89,0.12819203268641471,0.07523832657616356,0.0004318921180989403,0.08672479853717448,no_trend
DP01,Package_Size_3,89,-0.02349336057201226,0.7443990267482035,-9.721203404888688e-05,0.7298039165703014,no_trend
DP01,Package_Size_4,89,0.004596527068437182,0.9491381108982664,-3.0558737670642155e-05,0.9118902781336164,no_trend
DP01,Power_Efficiency,89,0.19509703779366702,0.006779301099032412,0.0006364508122702262,0.008943229339178398,candidate_upward_drift
DP01,Process_Time,89,-0.050561797752808994,0.48287828424524337,-0.00015618327792743557,0.4352726703750597,no_trend
DP01,Room_Noise,89,0.033197139938712976,0.6450142292572532,0.00012471052387982804,0.5066707248914757,no_trend
DP01,Surface_Roughness,89,-0.02349336057201226,0.7443990267482035,-0.00020174377958196089,0.4305477002515208,no_trend
DP01,Top_Kerf,89,-0.1659856996935649,0.021250873713187138,-0.0005300894119566237,0.014126141437983294,candidate_downward_drift
DP01,Vibration,89,0.08018386108273749,0.2658087554967541,0.00030841433720985603,0.1644421350708724,no_trend
DP01,Vision_Exposure,89,0.1164453524004086,0.10609603924760802,0.0002700655344791304,0.10001132671286887,no_trend
DP01,Yield,0,,,,,no_trend
DP02,Alignment_Time,89,-0.043922369765066395,0.5421660056470603,-0.0001628688581169547,0.5392345203092006,no_trend
DP02,Beam_Diameter,89,0.050561797752808994,0.48287828424524337,0.00016922588524641223,0.4878134729618959,no_trend
DP02,Bottom_Kerf,89,0.7104187946884577,6.268987546695105e-23,0.010045312638520456,1.4095337926810845e-34,candidate_upward_drift
DP02,CLN_Flow,89,-0.10010214504596528,0.16477616139188,-0.00023034409676062705,0.30797836886830754,no_trend
DP02,CLN_Pressure,89,0.010725229826353423,0.8816788056985777,8.690755640301509e-05,0.7644219036217975,no_trend
DP02,CLN_Time,89,0.055669050051072526,0.4397842534908649,0.00023231255180637618,0.37206851045191647,no_trend
DP02,Coating_Flow,89,-0.09346271705822269,0.19461528277506623,-0.00036335333021345946,0.1905896692924277,no_trend
DP02,Coating_Thickness,89,0.0,1.0,2.998698606537209e-05,0.9011451893120919,no_trend
DP02,Coating_Uniformity,89,-0.04136874361593463,0.5658984911128827,-5.132781859245685e-05,0.8169746647780614,no_trend
DP02,Cooling_Flow,89,-0.026046986721144028,0.7177467086350253,-9.502975396347302e-05,0.6870259557026864,no_trend
DP02,Cooling_Water_Temp,89,-0.08324821246169561,0.24797065054455414,-0.00025194812217018976,0.313541649066553,no_trend
DP02,Cutting_Offset,89,0.593973442288049,1.679781233327151e-16,0.0029648887315257178,1.312262364373546e-20,candidate_upward_drift
DP02,Cutting_X_Index,89,0.14657814096016344,0.04193492287110784,0.00047685009143632196,0.060069993675577416,candidate_upward_drift
DP02,Cutting_Y_Index,89,0.06281920326864147,0.38332558807793815,0.00013270662621757534,0.6019620790082161,no_trend
DP02,Door_Open_Count,89,-0.062308478038815125,0.38720485152761674,-0.00020547760901458973,0.38433277342825933,no_trend
DP02,Factory_Power,89,-0.014300306435137897,0.8426889641390103,4.074797319830419e-05,0.8221810766562057,no_trend
DP02,Fan_RPM,89,-0.02553626149131767,0.7230509631944271,-8.883563965808948e-05,0.6244238537278815,no_trend
DP02,Feed_Speed,89,-0.11338100102145046,0.11561097565622255,-0.0004235647181073574,0.07780880255880859,no_trend
DP02,Focus,89,0.39223697650663947,5.2290253101814874e-08,0.0015749635434415298,2.3459835587735636e-09,candidate_upward_drift
DP02,Frequency,89,0.002553626149131767,0.9717301480791852,2.5066149588517788e-05,0.9254916724191714,no_trend
DP02,Groove_Depth,89,-0.6200204290091931,7.668442536682935e-18,-0.004415480496171315,1.8329755256859735e-23,candidate_downward_drift
DP02,Head_Temp,89,0.22574055158324824,0.0017317306978146217,0.0008651629365765618,0.0007015835743336715,candidate_upward_drift
DP02,Kerf_Angle,89,-0.09959141981613893,0.1669414788495408,-0.0003597761694307437,0.17598860303910158,no_trend
DP02,Kerf_Width_Profile,89,0.6710929519918284,1.2401776903305781e-20,0.008173202763528467,7.077261733564356e-32,candidate_upward_drift
DP02,LED_Brightness,89,-0.10112359550561799,0.1605090710321181,-0.00027782413660369193,0.15299958302951663,no_trend
DP02,Laser_Centering_Position,89,0.6583248212461696,6.4790041610439e-20,0.003719349264131155,2.438931846000725e-26,candidate_upward_drift
DP02,Laser_Current,89,-0.0056179775280898875,0.9378562703267029,-3.1168800684356847e-05,0.8912965945582583,no_trend
DP02,Laser_Head_Remain_Time,89,0.003575076608784474,0.9604301573457155,-2.6460659302797033e-05,0.8948913031309726,no_trend
DP02,Laser_Power,89,-0.7364657814096016,1.6060896540675588e-24,-0.010216657348541582,1.4468690649718158e-35,candidate_downward_drift
DP02,Laser_Voltage,89,-0.02349336057201226,0.7443990267482035,-0.00010113615430598219,0.6854812244590304,no_trend
DP02,Maintenance_Count,89,-0.1327885597548519,0.06535852153203243,-0.0003746144550888626,0.045840323111335395,no_trend
DP02,Network_Latency,89,-0.007150153217568948,0.9209575772632408,-0.0001186098090925578,0.542513240420458,no_trend
DP02,PLC_CPU_Load,89,0.21246169560776304,0.0031934425059946636,0.0005498199612624963,0.00426952883806089,candidate_upward_drift
DP02,PLC_Memory,89,-0.127170582226762,0.07759177171588098,-0.0004345742018902176,0.023475070303733775,no_trend
DP02,Package_Size_1,89,-0.37129724208375897,2.5669889852804377e-07,-0.0015466988946239255,5.1002368133990786e-08,candidate_downward_drift
DP02,Package_Size_2,89,-0.1884576098059244,0.008913462790808676,-0.0006495454384833023,0.006446470237862962,candidate_downward_drift
DP02,Package_Size_3,89,0.2206332992849847,0.0021995189685606715,0.0008492236850026546,0.0016564013941372294,candidate_upward_drift
DP02,Package_Size_4,89,0.3406537282941778,2.273173836135706e-06,0.0015491234776487878,4.2473431601885464e-07,candidate_upward_drift
DP02,Power_Efficiency,89,-0.7313585291113381,3.328474495330609e-24,-0.00899826044997314,2.042583361855043e-34,candidate_downward_drift
DP02,Process_Time,89,0.029622063329928502,0.6810097036923075,2.1220818440251267e-05,0.932026319131539,no_trend
DP02,Room_Noise,89,0.001021450459652707,0.9886900710489582,-4.946269630095305e-05,0.817518978378565,no_trend
DP02,Surface_Roughness,89,0.5597548518896834,7.96709108954411e-15,0.0029039234259270173,1.3001439328878916e-17,candidate_upward_drift
DP02,Top_Kerf,89,0.7017364657814097,2.0662536491724279e-22,0.008281647072979827,1.386865524001051e-33,candidate_upward_drift
DP02,Vibration,89,0.7160367722165476,2.875429568789297e-23,0.007709262628447338,2.6516228137050392e-34,candidate_upward_drift
DP02,Vision_Exposure,89,-0.03830439223697651,0.5950194682364482,-0.00011338132083488942,0.5414549986887129,no_trend
DP02,Yield,0,,,,,no_trend
DP03,Alignment_Time,89,-0.0372829417773238,0.6048762947614656,-0.00017902301588351146,0.4454446391961765,no_trend
DP03,Beam_Diameter,89,-0.13636363636363638,0.05843614785457096,-0.0005652917822500957,0.021570042314567144,no_trend
DP03,Bottom_Kerf,89,0.6721144024514811,1.0850739649572572e-20,0.005491052010566568,1.4410886831176343e-30,candidate_upward_drift
DP03,CLN_Flow,89,-0.050561797752808994,0.48287828424524337,-0.0002515915497670122,0.24861812817286427,no_trend
DP03,CLN_Pressure,89,0.0725229826353422,0.31419859028911234,0.0002975273611037283,0.23246002294253532,no_trend
DP03,CLN_Time,89,0.05873340143003065,0.41502440540711116,0.0001663413041230651,0.5355072447947793,no_trend
DP03,Coating_Flow,89,0.020429009193054137,0.7767879318461173,3.93306892141137e-05,0.8487155828826477,no_trend
DP03,Coating_Thickness,89,-0.08733401430030645,0.2255146725955548,-0.00039332436146332375,0.13786542551168882,no_trend
DP03,Coating_Uniformity,89,0.015321756894790605,0.8316151575970626,6.355023946003921e-05,0.8276898845112906,no_trend
DP03,Cooling_Flow,89,-0.41113381001021454,1.1594360135962913e-08,-0.001502510789423297,2.37265336840568e-09,candidate_downward_drift
DP03,Cooling_Water_Temp,89,-0.04800817160367722,0.505256225116808,-0.00013557013975081357,0.5802167024424834,no_trend
DP03,Cutting_Offset,89,0.01889683350357508,0.7931330874030558,-3.000402514702204e-05,0.9065492181499836,no_trend
DP03,Cutting_X_Index,89,-0.06384065372829419,0.37563879364280095,-0.00017796622936868908,0.4820055229023279,no_trend
DP03,Cutting_Y_Index,89,0.07763023493360571,0.2813337525569717,0.0003042498858135298,0.3075111609038711,no_trend
DP03,Door_Open_Count,89,0.052093973442288055,0.46971441444191475,0.00017370298946905853,0.42748391811266173,no_trend
DP03,Factory_Power,89,-0.002553626149131767,0.9717301480791852,-8.573974382928163e-05,0.685241733401851,no_trend
DP03,Fan_RPM,89,-0.1261491317671093,0.08000483500890429,-0.00031417299549796275,0.06652621831946585,no_trend
DP03,Feed_Speed,89,-0.0715015321756895,0.321063005150812,-0.00017893859707794775,0.4937602779168374,no_trend
DP03,Focus,89,0.6618998978549541,4.0909178022286833e-20,0.011239690444926781,1.6240991568690705e-35,candidate_upward_drift
DP03,Frequency,89,-0.011235955056179775,0.8760889434390114,-2.3016188158077834e-05,0.9316160870517514,no_trend
DP03,Groove_Depth,89,-0.526046986721144,2.8709519025230163e-13,-0.002376459565834432,4.140873280177055e-15,candidate_downward_drift
DP03,Head_Temp,89,0.6930541368743617,6.713166064852765e-22,0.00940824692607304,9.63034296695697e-36,candidate_upward_drift
DP03,Kerf_Angle,89,0.2579162410623085,0.00034454141708542237,0.0009941720388165155,0.00017762763217665204,candidate_upward_drift
DP03,Kerf_Width_Profile,89,0.5847803881511747,4.841932452961471e-16,0.004712664749716859,6.589200919524956e-25,candidate_upward_drift
DP03,LED_Brightness,89,0.07814096016343208,0.2781805277167847,0.00019199756964250294,0.3515513065440862,no_trend
DP03,Laser_Centering_Position,89,-0.04749744637385087,0.5097964725232051,-0.00020622282572568508,0.3908023104894832,no_trend
DP03,Laser_Current,89,0.09397344228804903,0.19218792943143603,0.0003489122114200307,0.15098015622491284,no_trend
